#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH55                 -            740 FUN_000008-T1        -           1259    6e-240  793.8   6.1   1   1  1.2e-242  8.4e-240  793.3   6.1     6   723   127   865   123   881 0.94 -
CBM66                -            155 FUN_000011-T1        -            724   1.3e-89  293.8  19.3   1   3   1.3e-32   9.3e-30   99.4   3.1     2   154   224   379   223   380 0.95 -
CBM66                -            155 FUN_000011-T1        -            724   1.3e-89  293.8  19.3   2   3   2.9e-32     2e-29   98.4   2.2     1   150   392   544   392   548 0.93 -
CBM66                -            155 FUN_000011-T1        -            724   1.3e-89  293.8  19.3   3   3     1e-34     7e-32  106.3   0.5     2   154   563   718   562   719 0.96 -
GH18                 -            296 FUN_000016-T1        -            732   1.6e-33  112.1   9.6   1   1   3.1e-34   2.2e-31  105.2   9.6     5   277    13   287    11   297 0.76 -
GH28                 -            325 FUN_000024-T1        -            376   8.6e-72  237.4  21.2   1   1   1.6e-74   1.1e-71  237.0  21.2     8   312    42   365    36   374 0.89 -
AA5                  -           1281 FUN_000027-T1        -           1048   2.7e-46  153.1  19.6   1   2   3.8e-49   2.7e-46  153.1  19.6    56   295    38   279    30   355 0.82 -
AA5                  -           1281 FUN_000027-T1        -           1048   2.7e-46  153.1  19.6   2   2         1     7e+02   -9.7   7.0   265   289   779   803   755   834 0.56 -
GH63                 -            570 FUN_000064-T1        -           1027   3.2e-17   57.6   0.3   1   1     1e-19     7e-17   56.5   0.3   363   567   449   902   430   904 0.92 -
GH128                -            224 FUN_000078-T1        -            357   4.6e-60  198.5   0.6   1   1   8.9e-63   6.2e-60  198.1   0.6     7   224   135   354   124   354 0.95 -
GT41                 -            705 FUN_000098-T1        -            863     2e-33  111.3  23.4   1   4   1.1e-12   7.4e-10   33.3  14.8    40   190     6   146     1   149 0.71 -
GT41                 -            705 FUN_000098-T1        -            863     2e-33  111.3  23.4   2   4   5.5e-12   3.9e-09   31.0   0.1    76   189   110   218   108   220 0.94 -
GT41                 -            705 FUN_000098-T1        -            863     2e-33  111.3  23.4   3   4   1.6e-12   1.1e-09   32.8   3.7    83   189   227   327   224   329 0.93 -
GT41                 -            705 FUN_000098-T1        -            863     2e-33  111.3  23.4   4   4   1.7e-15   1.2e-12   42.6   2.6    66   191   282   398   280   413 0.93 -
GT39                 -            223 FUN_000120-T1        -            741   1.1e-73  242.9  15.1   1   3   1.6e-76   1.1e-73  242.9  15.1     2   223    65   303    64   303 0.98 -
GT39                 -            223 FUN_000120-T1        -            741   1.1e-73  242.9  15.1   2   3      0.07        49   -1.2   0.4   169   219   611   669   602   673 0.46 -
GT39                 -            223 FUN_000120-T1        -            741   1.1e-73  242.9  15.1   3   3      0.15     1e+02   -2.3   2.0   110   156   658   703   644   719 0.58 -
GH16_18              -            158 FUN_000167-T1        -            373   3.1e-43  142.4   0.9   1   1     2e-45   4.7e-43  141.8   0.9     2   158   111   266   110   266 0.91 -
GH16_19              -            174 FUN_000167-T1        -            373   1.4e-35  117.7   0.3   1   1   9.5e-38   2.2e-35  117.0   0.3    12   172   112   267   102   269 0.91 -
GH16_21              -            206 FUN_000167-T1        -            373   5.1e-18   60.6   1.5   1   1   3.4e-20     8e-18   60.0   1.5     9   187    73   257    69   270 0.81 -
GT34                 -            246 FUN_000185-T1        -            313   2.2e-77  255.3   0.1   1   1   3.7e-80   2.6e-77  255.1   0.1     2   243    66   293    65   298 0.95 -
GH13_8               -            293 FUN_000267-T1        -            704  1.2e-157  518.9   4.4   1   2   1.3e-05   0.00082   14.0   0.0    94   136    63   108    49   117 0.88 -
GH13_8               -            293 FUN_000267-T1        -            704  1.2e-157  518.9   4.4   2   2  3.6e-155  2.3e-153  505.0   1.9     1   293   248   541   248   541 0.99 -
GH13_9               -            301 FUN_000267-T1        -            704     7e-62  204.7   0.5   1   1   1.6e-63     1e-61  204.2   0.5     1   273   225   502   225   544 0.89 -
GH13_10              -            313 FUN_000267-T1        -            704   7.9e-33  109.5   2.8   1   1   2.5e-34   1.6e-32  108.5   2.8     6   144   215   362   211   368 0.86 -
GH13                 -            299 FUN_000267-T1        -            704   8.5e-27   90.5   4.6   1   2   1.3e-28   8.5e-27   90.5   4.6    20   281   222   513   211   547 0.72 -
GH13                 -            299 FUN_000267-T1        -            704   8.5e-27   90.5   4.6   2   2         2   1.3e+02   -1.9   0.1   200   255   547   591   519   611 0.49 -
GH13_11              -            351 FUN_000267-T1        -            704   1.4e-22   75.8   1.3   1   1   3.4e-24   2.2e-22   75.2   1.3     3   173   215   365   214   415 0.85 -
GH13_14              -            289 FUN_000267-T1        -            704   2.6e-20   68.3   0.3   1   2   6.1e-20   3.8e-18   61.2   0.2     2   151   225   359   224   363 0.84 -
GH13_14              -            289 FUN_000267-T1        -            704   2.6e-20   68.3   0.3   2   2    0.0082      0.52    4.9   0.0   239   287   467   516   441   518 0.73 -
GH13_13              -            361 FUN_000267-T1        -            704   2.1e-18   61.9   0.9   1   2   1.4e-19   9.1e-18   59.8   0.4    53   181   241   360   167   365 0.86 -
GH13_13              -            361 FUN_000267-T1        -            704   2.1e-18   61.9   0.9   2   2      0.24        15   -0.2   0.0   300   354   467   519   448   522 0.78 -
