#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_006941-T1        -            619 15483at5125          -            507         0 1042.5  18.4   1   3   1.6e-09   2.5e-06   25.5   0.4     1    22     1    22     1    33 0.89 FUN_006941
FUN_006941-T1        -            619 15483at5125          -            507         0 1042.5  18.4   2   3  2.4e-117  3.7e-114  381.3   0.2    19   199    77   263    70   279 0.95 FUN_006941
FUN_006941-T1        -            619 15483at5125          -            507         0 1042.5  18.4   3   3  8.1e-197  1.2e-193  643.4   6.7   185   507   280   618   272   618 0.96 FUN_006941
FUN_003292-T1        -            462 15483at5125          -            507   3.7e-08   31.5   8.9   1   3      0.26   3.9e+02   -1.5   0.0   334   386    34    91    22    95 0.68 FUN_003292
FUN_003292-T1        -            462 15483at5125          -            507   3.7e-08   31.5   8.9   2   3   1.9e-10   2.9e-07   28.6   0.5    65   331    95   347    88   355 0.84 FUN_003292
FUN_003292-T1        -            462 15483at5125          -            507   3.7e-08   31.5   8.9   3   3    0.0012       1.8    6.2   1.5   408   504   359   455   346   457 0.82 FUN_003292
FUN_006387-T1        -            564 15483at5125          -            507   3.6e-05   21.7   7.3   1   3   3.1e-07   0.00047   18.0   0.0    52   106   177   240   157   291 0.73 FUN_006387
FUN_006387-T1        -            564 15483at5125          -            507   3.6e-05   21.7   7.3   2   3     0.019        29    2.2   1.4   198   352   312   466   306   478 0.79 FUN_006387
FUN_006387-T1        -            564 15483at5125          -            507   3.6e-05   21.7   7.3   3   3     0.008        12    3.5   0.5   454   502   479   527   462   532 0.83 FUN_006387
FUN_001779-T1        -            769 15483at5125          -            507   0.00012   20.0   0.0   1   1   1.3e-07    0.0002   19.3   0.0    30   145   385   498   378   509 0.79 FUN_001779
FUN_004772-T1        -            139 15483at5125          -            507   0.00025   18.9   0.1   1   1   1.9e-07   0.00029   18.7   0.1    60    97    52    89    33   103 0.84 FUN_004772
FUN_003225-T1        -            254 15483at5125          -            507     0.015   13.1   0.0   1   1   1.4e-05     0.021   12.6   0.0    49    98   157   213   135   224 0.74 FUN_003225
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/15483at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Trichoderma_reesei_QM6a.proteins.fa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Treesei_QM6a/run_hypocreales_odb10/hmmer_output/initial_run_results/15483at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/15483at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Trichoderma_reesei_QM6a.proteins.fa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:41:14 2024
# [ok]
