#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_006863-T1        -            852 16289at5125          -            564  1.5e-302 1003.8  93.3   1   5  2.9e-283  2.2e-280  930.7  30.9     5   451    24   497    21   529 0.92 FUN_006863
FUN_006863-T1        -            852 16289at5125          -            564  1.5e-302 1003.8  93.3   2   5      0.95   7.2e+02   -2.0  20.1   418   474   533   603   508   609 0.64 FUN_006863
FUN_006863-T1        -            852 16289at5125          -            564  1.5e-302 1003.8  93.3   3   5     9e-17   6.8e-14   50.9  11.7   470   528   640   703   605   713 0.85 FUN_006863
FUN_006863-T1        -            852 16289at5125          -            564  1.5e-302 1003.8  93.3   4   5     0.026        20    3.1   7.2   507   538   710   740   699   748 0.61 FUN_006863
FUN_006863-T1        -            852 16289at5125          -            564  1.5e-302 1003.8  93.3   5   5   3.2e-11   2.4e-08   32.6   1.5   530   564   782   816   764   816 0.86 FUN_006863
FUN_005277-T1        -            823 16289at5125          -            564   3.8e-09   35.2   0.5   1   5      0.49   3.7e+02   -1.0   0.0   231   281    19    67     2    75 0.66 FUN_005277
FUN_005277-T1        -            823 16289at5125          -            564   3.8e-09   35.2   0.5   2   5      0.24   1.8e+02   -0.0   0.0   217   254   124   157   108   188 0.70 FUN_005277
FUN_005277-T1        -            823 16289at5125          -            564   3.8e-09   35.2   0.5   3   5      0.33   2.5e+02   -0.5   0.0   290   322   597   629   588   633 0.73 FUN_005277
FUN_005277-T1        -            823 16289at5125          -            564   3.8e-09   35.2   0.5   4   5   5.1e-12   3.8e-09   35.2   0.5   254   362   629   736   614   759 0.86 FUN_005277
FUN_005277-T1        -            823 16289at5125          -            564   3.8e-09   35.2   0.5   5   5      0.19   1.4e+02    0.3   0.0   322   365   765   808   761   814 0.81 FUN_005277
FUN_002566-T1        -           1420 16289at5125          -            564     1e-08   33.8   8.7   1   6    0.0037       2.8    6.0   0.3    61   158    17   111     2   121 0.67 FUN_002566
FUN_002566-T1        -           1420 16289at5125          -            564     1e-08   33.8   8.7   2   6   0.00024      0.18    9.9   0.0    27    80   437   490   415   523 0.86 FUN_002566
FUN_002566-T1        -           1420 16289at5125          -            564     1e-08   33.8   8.7   3   6      0.12        91    1.0   0.0   296   341   660   705   542   723 0.59 FUN_002566
FUN_002566-T1        -           1420 16289at5125          -            564     1e-08   33.8   8.7   4   6       1.6   1.2e+03   -2.7   0.0   187   223   729   768   723   787 0.71 FUN_002566
FUN_002566-T1        -           1420 16289at5125          -            564     1e-08   33.8   8.7   5   6   1.3e-06   0.00099   17.4   0.0   276   361   939  1022   905  1034 0.86 FUN_002566
FUN_002566-T1        -           1420 16289at5125          -            564     1e-08   33.8   8.7   6   6       1.5   1.1e+03   -2.6   0.0   200   264  1209  1273  1198  1288 0.46 FUN_002566
FUN_000453-T1        -            679 16289at5125          -            564   8.8e-07   27.4   1.4   1   3       0.8   6.1e+02   -1.7   0.0    54    84   237   267   231   285 0.71 FUN_000453
FUN_000453-T1        -            679 16289at5125          -            564   8.8e-07   27.4   1.4   2   3     6e-09   4.6e-06   25.1   0.3    53   136   390   471   383   483 0.85 FUN_000453
FUN_000453-T1        -            679 16289at5125          -            564   8.8e-07   27.4   1.4   3   3      0.37   2.8e+02   -0.6   0.0    16   327   487   517   472   541 0.58 FUN_000453
FUN_008060-T1        -            709 16289at5125          -            564   2.1e-05   22.9   0.5   1   4   2.7e-08   2.1e-05   22.9   0.5   298   371   204   276   195   293 0.68 FUN_008060
FUN_008060-T1        -            709 16289at5125          -            564   2.1e-05   22.9   0.5   2   4      0.34   2.6e+02   -0.5   0.0    38    79   373   414   343   423 0.74 FUN_008060
FUN_008060-T1        -            709 16289at5125          -            564   2.1e-05   22.9   0.5   3   4      0.66     5e+02   -1.5   0.1   345   371   447   473   436   515 0.60 FUN_008060
FUN_008060-T1        -            709 16289at5125          -            564   2.1e-05   22.9   0.5   4   4      0.81   6.2e+02   -1.8   0.2   495   560   524   588   486   592 0.59 FUN_008060
FUN_000134-T1        -            616 16289at5125          -            564     3e-05   22.4   3.5   1   5       1.7   1.3e+03   -2.9   0.0   240   276    51    87    40    99 0.80 FUN_000134
FUN_000134-T1        -            616 16289at5125          -            564     3e-05   22.4   3.5   2   5    0.0022       1.7    6.7   0.2   243   287   116   166    97   174 0.73 FUN_000134
FUN_000134-T1        -            616 16289at5125          -            564     3e-05   22.4   3.5   3   5     0.082        63    1.5   0.4   254   324   202   275   174   295 0.70 FUN_000134
FUN_000134-T1        -            616 16289at5125          -            564     3e-05   22.4   3.5   4   5    0.0018       1.3    7.0   0.0   289   355   308   373   299   393 0.80 FUN_000134
FUN_000134-T1        -            616 16289at5125          -            564     3e-05   22.4   3.5   5   5     0.016        12    3.9   0.0   241   322   429   518   412   529 0.77 FUN_000134
FUN_006562-T1        -            481 16289at5125          -            564   0.00016   20.0   0.1   1   1     3e-07   0.00023   19.5   0.1   269   366    17   113     6   122 0.89 FUN_006562
FUN_007754-T1        -            961 16289at5125          -            564   0.00022   19.5   0.8   1   3     0.011       8.3    4.4   0.0   306   359    94   146    86   166 0.89 FUN_007754
FUN_007754-T1        -            961 16289at5125          -            564   0.00022   19.5   0.8   2   3   8.2e-05     0.062   11.4   0.1   236   305   399   470   390   487 0.79 FUN_007754
FUN_007754-T1        -            961 16289at5125          -            564   0.00022   19.5   0.8   3   3      0.43   3.2e+02   -0.8   0.0   260   283   901   924   896   928 0.87 FUN_007754
FUN_007128-T1        -           1040 16289at5125          -            564   0.00046   18.5   0.0   1   1   1.1e-06    0.0008   17.7   0.0   257   319   661   723   649   754 0.88 FUN_007128
FUN_001994-T1        -            817 16289at5125          -            564    0.0066   14.6   0.0   1   4   8.7e-06    0.0066   14.6   0.0   269   334    55   120    44   129 0.91 FUN_001994
FUN_001994-T1        -            817 16289at5125          -            564    0.0066   14.6   0.0   2   4       1.1   8.7e+02   -2.3   0.1   252   294   359   403   330   432 0.69 FUN_001994
FUN_001994-T1        -            817 16289at5125          -            564    0.0066   14.6   0.0   3   4       1.4     1e+03   -2.5   1.0   472   516   558   605   540   615 0.59 FUN_001994
FUN_001994-T1        -            817 16289at5125          -            564    0.0066   14.6   0.0   4   4         2   1.5e+03   -3.1   0.0   267   291   665   689   639   703 0.54 FUN_001994
FUN_007178-T1        -            372 16289at5125          -            564     0.022   12.9   0.0   1   1   4.1e-05     0.031   12.4   0.0   248   356   113   220    96   241 0.85 FUN_007178
