#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_002359-T1        -            997 3772at5125           -            820         0 1538.7  16.0   1   3  2.4e-248  2.7e-245  814.9   2.4     1   439     1   492     1   512 0.88 FUN_002359
FUN_002359-T1        -            997 3772at5125           -            820         0 1538.7  16.0   2   3     8e-92     9e-89  297.2   0.2   446   601   547   702   521   712 0.94 FUN_002359
FUN_002359-T1        -            997 3772at5125           -            820         0 1538.7  16.0   3   3  7.1e-133  8.1e-130  433.0   1.5   599   807   731   941   727   951 0.95 FUN_002359
FUN_006262-T1        -            750 3772at5125           -            820     1e-30  105.2  14.7   1   5     0.027        30    1.1   0.0   426   481    41    98     8   113 0.78 FUN_006262
FUN_006262-T1        -            750 3772at5125           -            820     1e-30  105.2  14.7   2   5    0.0025       2.8    4.5   0.0   610   653   137   179   133   187 0.75 FUN_006262
FUN_006262-T1        -            750 3772at5125           -            820     1e-30  105.2  14.7   3   5     4e-16   4.6e-13   46.8   0.6   607   728   186   305   180   312 0.90 FUN_006262
FUN_006262-T1        -            750 3772at5125           -            820     1e-30  105.2  14.7   4   5   2.4e-16   2.7e-13   47.6   4.4   608   734   319   441   310   446 0.91 FUN_006262
FUN_006262-T1        -            750 3772at5125           -            820     1e-30  105.2  14.7   5   5   0.00024      0.27    7.9   0.0   606   656   466   515   451   534 0.81 FUN_006262
FUN_006962-T1        -            683 3772at5125           -            820   1.1e-13   48.8   9.3   1   4    0.0058       6.6    3.3   0.0   452   512   169   228   161   236 0.86 FUN_006962
FUN_006962-T1        -            683 3772at5125           -            820   1.1e-13   48.8   9.3   2   4   0.00023      0.26    7.9   0.2   744   782   236   275   231   284 0.88 FUN_006962
FUN_006962-T1        -            683 3772at5125           -            820   1.1e-13   48.8   9.3   3   4   3.5e-07   0.00039   17.3   0.2   722   788   292   359   278   368 0.84 FUN_006962
FUN_006962-T1        -            683 3772at5125           -            820   1.1e-13   48.8   9.3   4   4   3.4e-09   3.8e-06   23.9   0.4   570   773   363   518   356   579 0.54 FUN_006962
FUN_001095-T1        -            468 3772at5125           -            820   2.6e-11   41.0   0.0   1   2   5.1e-05     0.059   10.1   0.0   125   168   278   322   222   343 0.81 FUN_001095
FUN_001095-T1        -            468 3772at5125           -            820   2.6e-11   41.0   0.0   2   2   1.1e-10   1.3e-07   28.8   0.0    79   168   353   440   337   449 0.86 FUN_001095
FUN_000266-T1        -            590 3772at5125           -            820   0.00022   18.1   0.7   1   3     0.022        25    1.4   0.5   606   771   348   432   313   454 0.53 FUN_000266
FUN_000266-T1        -            590 3772at5125           -            820   0.00022   18.1   0.7   2   3     0.025        28    1.2   0.4   663   780   351   469   348   482 0.57 FUN_000266
FUN_000266-T1        -            590 3772at5125           -            820   0.00022   18.1   0.7   3   3   4.7e-06    0.0053   13.5   0.0   531   612   483   567   477   571 0.85 FUN_000266
FUN_004126-T1        -            581 3772at5125           -            820    0.0033   14.2   0.3   1   1     4e-06    0.0045   13.8   0.3   636   750   306   424   272   454 0.75 FUN_004126
FUN_001696-T1        -            270 3772at5125           -            820    0.0078   13.0   0.0   1   1   9.4e-06     0.011   12.5   0.0   726   794   126   194   119   210 0.87 FUN_001696
FUN_003242-T1        -            539 3772at5125           -            820     0.028   11.1   0.0   1   2     5e-05     0.057   10.1   0.0   448   495   233   283   213   288 0.83 FUN_003242
FUN_003242-T1        -            539 3772at5125           -            820     0.028   11.1   0.0   2   2      0.89     1e+03   -3.9   0.0   403   431   304   331   298   339 0.75 FUN_003242
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/3772at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Trichoderma_reesei_QM6a.proteins.fa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Treesei_QM6a/run_hypocreales_odb10/hmmer_output/initial_run_results/3772at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/3772at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Trichoderma_reesei_QM6a.proteins.fa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:42:40 2024
# [ok]
